Times
0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,2.0,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,2.9,3.0,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4.0,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,5.0,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,6.0,6.1,6.2,6.3,6.4,6.5,6.6,6.7,6.8,6.9,7.0,7.1,7.2,7.3,7.4,7.5,7.6,7.7,7.8,7.9,8.0,8.1,8.2,8.3,8.4,8.5,8.6,8.7,8.8,8.9,9.0,9.1,9.2,9.3
R Voltages
1.14,1.1,1.11,1.11,1.11,1.11,1.11,1.12,1.14,1.16,1.13,1.11,1.09,1.09,1.0,0.99,1.03,1.08,1.07,1.06,1.05,1.07,1.06,1.08,1.11,1.22,1.39,1.57,1.73,1.83,1.92,1.92,1.92,1.98,2.03,2.11,2.14,2.17,2.2,2.22,2.24,2.28,2.29,2.34,2.35,2.39,2.38,2.29,2.23,2.13,2.0,1.94,1.89,1.8,1.65,1.53,1.37,1.29,1.16,1.04,1.0,0.99,0.98,0.98,0.98,0.98,0.97,1.0,1.02,1.14,1.22,1.29,1.34,1.41,1.59,1.82,2.04,2.13,2.1,2.08,2.09,2.18,2.31,2.32,2.3,2.3,2.33,2.31,2.29,2.31,2.3,2.27,2.31,2.32
L Voltages
0.76,0.74,0.76,0.77,0.78,0.8,0.84,0.91,0.98,1.03,1.05,1.06,1.08,1.19,1.18,1.28,1.38,1.47,1.42,1.43,1.44,1.48,1.47,1.48,1.5,1.55,1.63,1.65,1.58,1.41,1.31,1.21,1.17,1.14,1.07,1.06,1.01,1.01,1.08,1.05,1.06,1.1,1.13,1.15,1.18,1.26,1.3,1.38,1.32,1.19,1.14,1.26,1.46,1.63,1.76,1.88,1.9,1.95,1.94,1.89,1.88,1.88,1.91,1.89,1.89,1.89,1.86,1.89,1.87,1.91,1.92,1.88,1.85,1.79,1.81,1.8,1.71,1.62,1.5,1.41,1.36,1.23,1.15,1.17,1.25,1.25,1.24,1.26,1.28,1.26,1.24,1.23,1.23,1.25
